Item,avg_rainfall,pesticides_tonnes,avg_temp,Radiation,Season,hg/ha_yield
Soybeans,603.17,4.62,19.29,5.84,post-monsoon,19826.6
Wheat,544.15,64.02,15.37,9.06,summer,27484.3
Wheat,756.81,15.85,23.48,5.37,post-monsoon,31708.7
Rice,440.81,11.83,23.97,4.27,monsoon,40338.3
Maize,341.15,5.04,19.47,8.67,winter,23096.1
Wheat,503.31,3.81,18.78,7.13,summer,27073.6
Potatoes,1478.13,1.52,8.04,7.44,monsoon,65231.3
Maize,1328.57,14.61,31.16,13.28,monsoon,26847.7
Rice,286.41,16.78,34.38,5.29,winter,24711.6
Soybeans,303.78,29.6,23.46,1.0,summer,14598.0
Potatoes,1539.68,35.19,8.0,12.81,monsoon,57562.8
Wheat,339.74,29.3,24.31,6.62,summer,22119.2
Soybeans,406.25,23.38,25.1,8.06,summer,18981.9
Rice,219.62,4.35,25.72,7.71,winter,32310.2
Maize,601.57,26.96,20.16,8.23,summer,32510.7
Maize,318.29,20.75,31.2,6.14,summer,22033.1
Maize,351.64,44.05,19.77,8.57,summer,27658.0
Rice,454.75,1.5,24.0,8.82,post-monsoon,31546.5
Wheat,890.25,10.15,27.94,9.95,post-monsoon,25198.5
Rice,236.84,25.27,23.96,4.06,winter,27915.5
Maize,493.11,3.99,30.5,3.85,summer,29449.1
Soybeans,186.35,17.86,17.9,5.93,winter,14204.6
Rice,669.35,7.62,31.91,8.28,post-monsoon,39216.2
Soybeans,408.85,18.58,20.17,9.43,summer,16079.9
Maize,158.52,4.34,20.02,8.27,winter,26218.2
Potatoes,1006.64,24.04,20.59,8.79,monsoon,131184.9
Wheat,440.89,9.86,35.74,7.17,summer,20288.4
Rice,442.72,7.22,32.66,1.99,monsoon,29502.1
Potatoes,152.57,8.68,17.04,9.82,winter,138164.7
Potatoes,577.81,17.63,16.01,8.98,summer,178354.0
Wheat,468.52,4.04,26.55,2.94,summer,28025.4
Wheat,382.11,1.29,26.19,4.31,summer,23440.2
Potatoes,221.3,6.52,18.55,10.79,winter,134182.2
Rice,863.81,4.92,27.71,4.13,post-monsoon,38225.4
Soybeans,1370.85,6.78,28.97,7.04,monsoon,17688.1
Soybeans,1135.4,5.77,17.09,3.61,monsoon,14400.8
Maize,1433.29,6.0,31.03,6.78,monsoon,29437.5
Maize,1544.53,11.95,14.88,6.11,monsoon,23248.2
Wheat,253.92,4.79,25.31,4.73,winter,19905.5
Potatoes,724.32,7.16,16.13,7.61,post-monsoon,159631.9
Soybeans,310.46,23.72,23.62,5.9,winter,16423.2
Rice,169.86,14.42,20.87,6.12,winter,23491.2
Soybeans,1062.63,8.61,16.23,5.96,post-monsoon,15962.8
Rice,375.04,4.15,21.79,10.3,post-monsoon,25613.5
Soybeans,1357.59,2.5,21.9,6.82,monsoon,15192.1
Soybeans,682.0,35.67,29.38,4.96,post-monsoon,20149.3
Rice,630.26,4.04,30.95,5.32,post-monsoon,40905.5
Soybeans,252.7,19.95,36.38,3.89,winter,10572.4
Potatoes,360.89,32.35,16.07,9.8,winter,168519.6
Maize,283.56,12.28,12.88,7.86,summer,22364.0
Rice,529.21,14.32,28.68,4.7,post-monsoon,32995.6
Soybeans,468.89,31.6,25.35,7.07,post-monsoon,17248.7
Rice,552.98,13.84,34.42,8.87,post-monsoon,30351.2
Rice,201.03,8.91,26.1,8.23,winter,28925.3
Wheat,411.32,11.58,20.65,10.36,post-monsoon,26243.9
Maize,876.97,22.78,19.44,6.87,monsoon,39358.7
Soybeans,853.77,44.29,20.13,5.31,post-monsoon,20056.8
Soybeans,263.29,12.08,20.57,6.12,winter,14830.2
Soybeans,499.47,7.67,10.08,6.94,post-monsoon,12663.6
Rice,323.15,5.4,28.65,1.0,winter,32588.6
Wheat,293.34,3.26,17.65,7.18,winter,23868.1
Wheat,1015.51,10.11,23.06,8.59,monsoon,29816.2
Soybeans,216.06,3.36,20.46,10.37,winter,12383.8
Potatoes,178.28,27.41,8.0,10.6,winter,98739.4
Potatoes,1639.3,1.55,20.28,4.99,monsoon,128940.1
Rice,373.56,2.28,24.65,11.16,winter,27153.6
Wheat,1650.56,14.7,23.01,10.23,monsoon,21708.4
Wheat,202.75,1.16,16.76,4.99,summer,22314.7
Soybeans,420.47,9.26,26.96,8.67,summer,18826.5
Soybeans,490.57,8.22,27.07,4.14,post-monsoon,17062.8
Maize,398.45,3.19,24.42,8.47,winter,27834.1
Wheat,673.66,4.18,20.36,6.58,summer,32215.4
